id,Primary_sampling_unit,Sample strata for sampling error,Country,State,Type_Resident,A_decide_health,A_decide_largepurchase,A_decide_visit,R_edu_level,R_wealth_index,R_read_news,R_listen_radio,R_watch_tv,V_hit_go_out,V_hit_ neglects,V_hit_argues,V_hit_refuses,V_hit_burns,A_decide_contra,V_heard_AIDS,weight,stratum,Prin1,Agency_index,Noweight_Agency_index,NW_Agency_index_scale
10010011703,101,11,India,Jammu & Kashmir,Urban,,,,2,2,0,1,1,,,,,,,,0.379628,Jammu & Kashmir_Urban,,,-0.34885203,65.406177616
10010019502,101,11,India,Jammu & Kashmir,Urban,,,,0,3,0,2,2,,,,,,0,,0.379628,Jammu & Kashmir_Urban,,,1.2500754781,69.762496249
10010029305,102,121,India,Jammu & Kashmir,Rural,,,,3,3,1,1,2,,,,,,,,0.220211,Jammu & Kashmir_Rural,,,3.9431898342,77.099954757
10010051407,105,121,India,Jammu & Kashmir,Rural,,,,2,2,1,2,2,,,,,,,,0.195579,Jammu & Kashmir_Rural,,,4.1410121017,77.638926552
10010056703,105,121,India,Jammu & Kashmir,Rural,,,,2,2,1,1,1,,,,,,,,0.195579,Jammu & Kashmir_Rural,,,1.0164784636,69.126055246
10010065002,106,121,India,Jammu & Kashmir,Rural,,,,3,5,0,1,2,,,,,,0,,0.211589,Jammu & Kashmir_Rural,,,3.7634146437,76.610152682
10010067803,106,121,India,Jammu & Kashmir,Rural,,,,2,2,0,0,2,,,,,,,,0.211589,Jammu & Kashmir_Rural,,,-1.061140402,63.465529844
10010072203,107,121,India,Jammu & Kashmir,Rural,,,,2,1,0,2,2,,,,,,,,0.204212,Jammu & Kashmir_Rural,,,2.045665566,71.930101663
10010076404,107,121,India,Jammu & Kashmir,Rural,,,,0,1,0,1,1,,,,,,0,,0.204212,Jammu & Kashmir_Rural,,,-3.334490244,57.271730422
10010087502,108,122,India,Jammu & Kashmir,Rural,,,,0,3,0,1,1,,,,,,0,,0.308048,Jammu & Kashmir_Rural,,,-1.87445816,61.249624942
10010105303,110,123,India,Jammu & Kashmir,Rural,3,3,3,0,1,0,1,0,1,1,1,1,1,0,0,0.341343,Jammu & Kashmir_Rural,-0.35336099,67.153645926,-4.089122978,55.215714359
10010108902,110,123,India,Jammu & Kashmir,Rural,3,3,3,1,2,0,2,2,1,1,1,1,1,0,0,0.341343,Jammu & Kashmir_Rural,0.2511485702,78.703683461,1.9621220305,71.702485177
10010110103,111,122,India,Jammu & Kashmir,Rural,,,,2,2,0,1,0,1,1,1,1,1,,1,0.327463,Jammu & Kashmir_Rural,,,0.6944229087,68.248606702
10010158306,115,11,India,Jammu & Kashmir,Urban,,,,2,2,0,0,0,0,0,0,1,1,,1,0.457856,Jammu & Kashmir_Urban,,,-9.581356656,40.251984119
10010160703,116,122,India,Jammu & Kashmir,Rural,,,,2,2,2,2,2,,,,,,,,0.336671,Jammu & Kashmir_Rural,,,5.5063425953,81.358804182
10010172502,117,123,India,Jammu & Kashmir,Rural,,,,1,3,0,2,2,,,,,,0,,0.305905,Jammu & Kashmir_Rural,,,2.2406481736,72.461336733
10010174402,117,123,India,Jammu & Kashmir,Rural,,,,0,4,0,1,2,,,,,,0,,0.305905,Jammu & Kashmir_Rural,,,0.0616805151,66.524683969
10010176004,117,123,India,Jammu & Kashmir,Rural,,,,2,4,0,0,2,,,,,,0,,0.305905,Jammu & Kashmir_Rural,,,0.1244149011,66.695605398
10010182702,118,123,India,Jammu & Kashmir,Rural,,,,0,3,0,0,0,,,,,,,,0.352749,Jammu & Kashmir_Rural,,,-4.724515017,53.484572601
10010188304,118,123,India,Jammu & Kashmir,Rural,,,,2,3,0,0,0,,,,,,,,0.352749,Jammu & Kashmir_Rural,,,-2.743369626,58.882253569
10010188704,118,123,India,Jammu & Kashmir,Rural,,,,2,2,0,0,0,,,,,,0,,0.352749,Jammu & Kashmir_Rural,,,-3.747862449,56.145487344
10010204305,120,11,India,Jammu & Kashmir,Urban,,,,0,2,0,2,1,1,1,1,1,1,,0,0.372564,Jammu & Kashmir_Urban,,,-1.302899869,62.806850032
10010205102,120,11,India,Jammu & Kashmir,Urban,,,,2,3,0,2,2,,,,,,,,0.372564,Jammu & Kashmir_Urban,,,3.5056976501,75.907996183
10010229402,122,122,India,Jammu & Kashmir,Rural,,,,2,3,0,1,1,,,,,,0,,0.33377,Jammu & Kashmir_Rural,,,0.1066872311,66.647305911
10010229403,122,122,India,Jammu & Kashmir,Rural,,,,2,3,1,1,1,,,,,,,,0.33377,Jammu & Kashmir_Rural,,,1.7464945057,71.115002506
10010232502,123,123,India,Jammu & Kashmir,Rural,,,,2,2,1,1,1,,,,,,,,0.317131,Jammu & Kashmir_Rural,,,1.0164784636,69.126055246
10010250403,125,123,India,Jammu & Kashmir,Rural,,,,2,5,2,2,1,,,,,,,,0.323075,Jammu & Kashmir_Rural,,,6.4902680885,84.039534195
10010256804,125,123,India,Jammu & Kashmir,Rural,,,,3,4,1,1,2,,,,,,,,0.323075,Jammu & Kashmir_Rural,,,4.6732058763,79.088902017
10010260803,126,11,India,Jammu & Kashmir,Urban,,,,2,4,0,1,1,,,,,,,,0.349898,Jammu & Kashmir_Urban,,,1.1111800541,69.384072136
10010265402,126,11,India,Jammu & Kashmir,Urban,,,,3,5,2,1,1,,,,,,,,0.349898,Jammu & Kashmir_Urban,,,5.562429779,81.51161514
10010268104,126,11,India,Jammu & Kashmir,Urban,,,,3,5,2,2,1,,,,,,0,,0.349898,Jammu & Kashmir_Urban,,,7.2063640031,85.990555714
10010269402,126,11,India,Jammu & Kashmir,Urban,,,,2,2,0,2,0,,,,,,0,,0.349898,Jammu & Kashmir_Urban,,,0.0889595611,66.599006423
10010274603,127,121,India,Jammu & Kashmir,Rural,,,,2,3,1,1,1,1,0,1,0,1,,1,0.198268,Jammu & Kashmir_Rural,,,-2.333099885,60.000043907
10010276402,127,121,India,Jammu & Kashmir,Rural,,,,0,4,0,0,0,,,,,,0,,0.198268,Jammu & Kashmir_Rural,,,-4.268975756,54.725700895
10010277703,127,121,India,Jammu & Kashmir,Rural,,,,3,3,0,0,1,1,1,1,1,1,,1,0.198268,Jammu & Kashmir_Rural,,,1.7027232743,70.995746673
10010279502,127,121,India,Jammu & Kashmir,Rural,,,,2,4,1,1,1,,,,,,,,0.198268,Jammu & Kashmir_Rural,,,2.4765105477,73.103949766
10010283102,128,122,India,Jammu & Kashmir,Rural,,,,0,3,0,2,2,,,,,,0,,0.329649,Jammu & Kashmir_Rural,,,1.2500754781,69.762496249
10010299703,129,121,India,Jammu & Kashmir,Rural,,,,2,5,0,0,0,,,,,,,,0.212586,Jammu & Kashmir_Rural,,,-1.283337542,62.860148089
10010299802,129,121,India,Jammu & Kashmir,Rural,,,,2,4,0,0,0,,,,,,0,,0.212586,Jammu & Kashmir_Rural,,,-2.287830365,60.123381864
10010305704,130,121,India,Jammu & Kashmir,Rural,,,,2,3,0,1,2,,,,,,,,0.201224,Jammu & Kashmir_Rural,,,1.587286645,70.681236643
10010307503,130,121,India,Jammu & Kashmir,Rural,,,,3,3,2,2,2,0,0,0,0,0,,1,0.201224,Jammu & Kashmir_Rural,,,-5.943133808,50.164414735
10010318002,131,121,India,Jammu & Kashmir,Rural,,,,2,5,0,0,1,,,,,,0,,0.221089,Jammu & Kashmir_Rural,,,-0.35169169,65.398440891
10010320902,132,122,India,Jammu & Kashmir,Rural,,,,3,4,1,1,2,,,,,,,,0.368041,Jammu & Kashmir_Rural,,,4.6732058763,79.088902017
10010322602,132,122,India,Jammu & Kashmir,Rural,,,,2,4,1,1,2,,,,,,,,0.368041,Jammu & Kashmir_Rural,,,3.6826331807,76.390061533
10010322802,132,122,India,Jammu & Kashmir,Rural,,,,2,3,1,1,1,,,,,,,,0.368041,Jammu & Kashmir_Rural,,,1.7464945057,71.115002506
10010333902,133,122,India,Jammu & Kashmir,Rural,,,,2,4,0,0,0,,,,,,0,,0.303213,Jammu & Kashmir_Rural,,,-2.287830365,60.123381864
10010335302,133,122,India,Jammu & Kashmir,Rural,,,,2,2,0,0,0,,,,,,0,,0.303213,Jammu & Kashmir_Rural,,,-3.747862449,56.145487344
10010350304,135,123,India,Jammu & Kashmir,Rural,,,,2,2,1,0,1,,,,,,,,0.34794,Jammu & Kashmir_Rural,,,-0.901932541,63.899295706
10010352903,135,123,India,Jammu & Kashmir,Rural,,,,2,4,0,1,1,,,,,,,,0.34794,Jammu & Kashmir_Rural,,,1.1111800541,69.384072136
10010356104,135,123,India,Jammu & Kashmir,Rural,,,,1,2,0,1,1,,,,,,,,0.34794,Jammu & Kashmir_Rural,,,-1.339424726,62.707337132
10010356105,135,123,India,Jammu & Kashmir,Rural,,,,2,2,1,1,1,,,,,,,,0.34794,Jammu & Kashmir_Rural,,,1.0164784636,69.126055246
10010397604,139,123,India,Jammu & Kashmir,Rural,,,,3,4,0,2,2,1,0,1,1,1,,1,0.328871,Jammu & Kashmir_Rural,,,4.7324584038,79.250337034
10020019504,201,21,India,Jammu & Kashmir,Urban,,,,2,4,0,0,0,,,,,,,,0.402299,Jammu & Kashmir_Urban,,,-2.013353584,60.871200829
10020025406,202,221,India,Jammu & Kashmir,Rural,,,,2,5,2,2,2,,,,,,,,0.211916,Jammu & Kashmir_Rural,,,7.6963907215,87.325645962
10020027005,202,221,India,Jammu & Kashmir,Rural,,,,2,5,1,2,2,,,,,,0,,0.211916,Jammu & Kashmir_Rural,,,6.0565834469,82.857949367
10020030502,203,222,India,Jammu & Kashmir,Rural,,,,0,2,0,2,1,,,,,,0,,0.268839,Jammu & Kashmir_Rural,,,-0.686063197,64.487437222
10020031206,203,222,India,Jammu & Kashmir,Rural,,,,2,2,1,2,1,,,,,,,,0.268839,Jammu & Kashmir_Rural,,,2.9348894687,74.352814785
10020033504,203,222,India,Jammu & Kashmir,Rural,,,,2,1,1,2,1,,,,,,,,0.268839,Jammu & Kashmir_Rural,,,2.2048734266,72.363867525
10020042806,204,222,India,Jammu & Kashmir,Rural,,,,2,4,0,0,0,,,,,,,,0.271075,Jammu & Kashmir_Rural,,,-2.013353584,60.871200829
10020042902,204,222,India,Jammu & Kashmir,Rural,3,3,3,0,3,0,2,0,1,1,1,1,1,0,1,0.271075,Jammu & Kashmir_Rural,0.1541936269,76.851217749,2.4300311356,72.977315426
10020049402,204,222,India,Jammu & Kashmir,Rural,,,,2,4,0,2,2,,,,,,,,0.271075,Jammu & Kashmir_Rural,,,4.2357136921,77.896943442
10020064304,206,221,India,Jammu & Kashmir,Rural,,,,0,2,0,1,1,,,,,,,,0.166313,Jammu & Kashmir_Rural,,,-2.329997421,60.008496648
10020069304,206,221,India,Jammu & Kashmir,Rural,,,,3,4,2,1,2,,,,,,0,,0.166313,Jammu & Kashmir_Rural,,,5.764059589,82.060960681
10020093204,209,221,India,Jammu & Kashmir,Rural,,,,2,4,0,0,2,,,,,,,,0.163595,Jammu & Kashmir_Rural,,,0.398891682,67.443424363
10020104005,210,223,India,Jammu & Kashmir,Rural,,,,2,2,0,0,2,,,,,,,,0.297451,Jammu & Kashmir_Rural,,,-1.061140402,63.465529844
10020111402,211,222,India,Jammu & Kashmir,Rural,,,,2,4,2,2,2,,,,,,0,,0.305212,Jammu & Kashmir_Rural,,,6.6918978985,84.588879737
10020126804,212,222,India,Jammu & Kashmir,Rural,,,,3,4,0,0,2,,,,,,,,0.263185,Jammu & Kashmir_Rural,,,1.3894643776,70.142264848
10020132102,213,221,India,Jammu & Kashmir,Rural,,,,0,4,0,1,2,,,,,,0,,0.129043,Jammu & Kashmir_Rural,,,0.0616805151,66.524683969
10020156005,215,21,India,Jammu & Kashmir,Urban,,,,2,5,2,2,2,1,1,1,1,1,,1,0.378957,Jammu & Kashmir_Urban,,,9.9457882933,93.454186814
10020189404,218,223,India,Jammu & Kashmir,Rural,,,,2,4,1,1,2,,,,,,,,0.281086,Jammu & Kashmir_Rural,,,3.6826331807,76.390061533
10020190102,219,223,India,Jammu & Kashmir,Rural,,,,0,4,0,0,1,,,,,,,,0.290252,Jammu & Kashmir_Rural,,,-2.788376342,58.759631628
10020204302,220,21,India,Jammu & Kashmir,Urban,3,3,3,0,5,0,2,2,1,1,1,1,1,1,1,0.382196,Jammu & Kashmir_Urban,0.3587537863,80.759638183,10.21932088,94.199433298
10020213304,221,221,India,Jammu & Kashmir,Rural,,,,2,3,0,2,2,,,,,,0,,0.200418,Jammu & Kashmir_Rural,,,3.2312208692,75.160177217
10020215904,221,221,India,Jammu & Kashmir,Rural,,,,2,2,0,2,1,,,,,,0,,0.200418,Jammu & Kashmir_Rural,,,1.2950821941,69.88511819
10020220102,222,222,India,Jammu & Kashmir,Rural,,,,2,5,1,1,1,,,,,,0,,0.219998,Jammu & Kashmir_Rural,,,2.9320498089,74.34507806
10020244402,224,223,India,Jammu & Kashmir,Rural,,,,2,3,1,2,1,1,1,1,1,1,,0,0.27151,Jammu & Kashmir_Rural,,,2.7735920579,73.91335589
10020247706,224,223,India,Jammu & Kashmir,Rural,,,,2,3,0,0,0,1,1,1,1,1,,1,0.27151,Jammu & Kashmir_Rural,,,-0.493972054,65.010794422
10020260804,226,21,India,Jammu & Kashmir,Urban,,,,0,3,0,0,0,,,,,,,,0.401138,Jammu & Kashmir_Urban,,,-4.724515017,53.484572601
10020261902,226,21,India,Jammu & Kashmir,Urban,,,,0,3,0,0,1,,,,,,,,0.401138,Jammu & Kashmir_Urban,,,-3.518392384,56.770684368
10020272005,227,221,India,Jammu & Kashmir,Rural,,,,3,3,1,1,1,,,,,,,,0.210371,Jammu & Kashmir_Rural,,,2.7370672012,73.81384299
10020272702,227,221,India,Jammu & Kashmir,Rural,,,,0,4,0,2,2,,,,,,0,,0.210371,Jammu & Kashmir_Rural,,,1.9800915201,71.751443508
10020273904,227,221,India,Jammu & Kashmir,Rural,,,,2,4,1,1,1,,,,,,,,0.210371,Jammu & Kashmir_Rural,,,2.4765105477,73.103949766
10020328206,232,222,India,Jammu & Kashmir,Rural,,,,2,4,1,1,1,1,1,1,1,1,,1,0.272152,Jammu & Kashmir_Rural,,,4.7259081195,79.232490618
10020345603,234,223,India,Jammu & Kashmir,Rural,,,,2,2,0,0,2,,,,,,,,0.278869,Jammu & Kashmir_Rural,,,-1.061140402,63.465529844
10020355302,235,223,India,Jammu & Kashmir,Rural,,,,2,1,0,1,0,,,,,,0,,0.28265,Jammu & Kashmir_Rural,,,-2.559467486,59.383299624
10020358204,235,223,India,Jammu & Kashmir,Rural,3,3,3,2,2,1,1,0,1,1,1,1,1,,1,0.28265,Jammu & Kashmir_Rural,,,3.4025567541,75.62698619
10020360304,236,21,India,Jammu & Kashmir,Urban,,,,2,4,2,1,1,,,,,,,,0.438597,Jammu & Kashmir_Urban,,,3.8418410414,76.823827395
10020364702,236,21,India,Jammu & Kashmir,Urban,,,,2,5,2,1,2,,,,,,0,,0.438597,Jammu & Kashmir_Urban,,,5.5035029356,81.351067457
10020365703,236,21,India,Jammu & Kashmir,Urban,,,,1,3,0,1,1,,,,,,,,0.438597,Jammu & Kashmir_Urban,,,-0.609408684,64.696284392
10020369705,236,21,India,Jammu & Kashmir,Urban,,,,2,4,1,1,1,,,,,,,,0.438597,Jammu & Kashmir_Urban,,,2.4765105477,73.103949766
10020371502,237,221,India,Jammu & Kashmir,Rural,,,,0,2,0,1,1,,,,,,0,,0.169665,Jammu & Kashmir_Rural,,,-2.604474202,59.260677682
10020371605,237,221,India,Jammu & Kashmir,Rural,,,,2,2,0,1,1,,,,,,,,0.169665,Jammu & Kashmir_Rural,,,-0.34885203,65.406177616
10020385304,238,223,India,Jammu & Kashmir,Rural,,,,2,3,0,0,0,,,,,,,,0.276914,Jammu & Kashmir_Rural,,,-2.743369626,58.882253569
10020407706,240,221,India,Jammu & Kashmir,Rural,,,,3,4,2,2,2,,,,,,,,0.184637,Jammu & Kashmir_Rural,,,7.956947375,88.035539186
10020411103,241,223,India,Jammu & Kashmir,Rural,,,,2,3,0,2,2,,,,,,,,0.309082,Jammu & Kashmir_Rural,,,3.5056976501,75.907996183
10020428902,242,222,India,Jammu & Kashmir,Rural,3,3,1,0,1,0,0,0,0,0,0,1,1,0,1,0.312831,Jammu & Kashmir_Rural,-2.227941404,31.337050874,-13.94218785,28.370788688
10050011002,501,51,India,Jammu & Kashmir,Urban,,,,3,5,2,2,1,,,,,,,,0.218293,Jammu & Kashmir_Urban,,,7.480840784,86.738374679
10050011402,501,51,India,Jammu & Kashmir,Urban,,,,2,4,2,2,2,,,,,,,,0.218293,Jammu & Kashmir_Urban,,,6.9663746794,85.336698702
10050018702,501,51,India,Jammu & Kashmir,Urban,,,,2,5,1,1,2,,,,,,0,,0.218293,Jammu & Kashmir_Urban,,,4.1381724419,77.631189827
10050018703,501,51,India,Jammu & Kashmir,Urban,,,,3,5,2,1,2,,,,,,,,0.218293,Jammu & Kashmir_Urban,,,6.768552412,84.797726907
10050033302,503,522,India,Jammu & Kashmir,Rural,,,,2,2,0,1,0,,,,,,0,,0.236784,Jammu & Kashmir_Rural,,,-1.829451444,61.372246884
10050042902,504,522,India,Jammu & Kashmir,Rural,,,,2,4,0,1,2,,,,,,0,,0.228097,Jammu & Kashmir_Rural,,,2.0428259062,71.922364938
10050055902,505,521,India,Jammu & Kashmir,Rural,,,,2,5,1,1,1,,,,,,,,0.234467,Jammu & Kashmir_Rural,,,3.2065265898,75.092897025
10050058902,505,521,India,Jammu & Kashmir,Rural,,,,1,5,1,1,1,,,,,,,,0.234467,Jammu & Kashmir_Rural,,,2.2159538943,72.394056541
10050064302,506,521,India,Jammu & Kashmir,Rural,1,1,1,2,2,0,1,1,0,1,1,1,1,0,1,0.244749,Jammu & Kashmir_Rural,-1.064121892,53.573521426,-7.90882629,44.808835609
10050067803,506,521,India,Jammu & Kashmir,Rural,,,,2,3,1,1,2,,,,,,,,0.244749,Jammu & Kashmir_Rural,,,2.9526171387,74.401114273
10050071602,507,521,India,Jammu & Kashmir,Rural,,,,2,4,2,2,0,,,,,,0,,0.269972,Jammu & Kashmir_Rural,,,4.2796526326,78.016656202
10050078804,507,521,India,Jammu & Kashmir,Rural,,,,2,3,0,0,0,,,,,,,,0.269972,Jammu & Kashmir_Rural,,,-2.743369626,58.882253569
10050097302,509,521,India,Jammu & Kashmir,Rural,3,3,3,2,2,0,1,1,0,1,1,1,1,,1,0.23204,Jammu & Kashmir_Rural,,,0.415785883,67.489453043
10050105305,510,522,India,Jammu & Kashmir,Rural,,,,2,3,1,2,2,,,,,,,,0.236825,Jammu & Kashmir_Rural,,,4.8710281437,79.627873812
10050111403,511,522,India,Jammu & Kashmir,Rural,,,,2,2,1,1,2,1,1,1,1,1,,1,0.248121,Jammu & Kashmir_Rural,,,4.4719986684,78.540707865
10050113003,511,522,India,Jammu & Kashmir,Rural,,,,2,3,2,2,0,0,1,1,1,1,,0,0.248121,Jammu & Kashmir_Rural,,,0.1052369082,66.643354469
10050113203,511,522,India,Jammu & Kashmir,Rural,,,,2,4,1,2,1,1,1,1,1,1,,1,0.248121,Jammu & Kashmir_Rural,,,6.6443191245,84.459250158
10050118304,511,522,India,Jammu & Kashmir,Rural,,,,2,4,1,0,1,1,1,1,1,1,,1,0.248121,Jammu & Kashmir_Rural,,,2.8074971145,74.005731079
10050130505,513,521,India,Jammu & Kashmir,Rural,,,,2,1,0,1,0,,,,,,,,0.234153,Jammu & Kashmir_Rural,,,-2.284990705,60.131118589
10050133705,513,521,India,Jammu & Kashmir,Rural,,,,2,2,2,2,2,,,,,,,,0.234153,Jammu & Kashmir_Rural,,,5.5063425953,81.358804182
10050139504,513,521,India,Jammu & Kashmir,Rural,,,,2,2,0,1,1,,,,,,,,0.234153,Jammu & Kashmir_Rural,,,-0.34885203,65.406177616
10050141104,514,522,India,Jammu & Kashmir,Rural,1,,3,2,3,0,1,1,0,0,0,0,0,0,1,0.218943,Jammu & Kashmir_Rural,,,-14.9436063,25.642398692
10050141804,514,522,India,Jammu & Kashmir,Rural,,,,2,4,0,2,2,,,,,,,,0.218943,Jammu & Kashmir_Rural,,,4.2357136921,77.896943442
10050150304,515,51,India,Jammu & Kashmir,Urban,,,,3,5,2,1,2,,,,,,0,,0.238852,Jammu & Kashmir_Urban,,,6.4940756311,84.049907941
10050164303,516,522,India,Jammu & Kashmir,Rural,,,,2,2,1,1,2,,,,,,,,0.236409,Jammu & Kashmir_Rural,,,2.2226010966,72.412167013
10050169402,516,522,India,Jammu & Kashmir,Rural,,,,2,2,0,0,2,,,,,,0,,0.236409,Jammu & Kashmir_Rural,,,-1.335617183,62.717710878
10050178807,517,523,India,Jammu & Kashmir,Rural,,,,2,5,1,1,1,,,,,,,,0.239062,Jammu & Kashmir_Rural,,,3.2065265898,75.092897025
10050179105,517,523,India,Jammu & Kashmir,Rural,,,,2,4,1,1,2,,,,,,,,0.239062,Jammu & Kashmir_Rural,,,3.6826331807,76.390061533
10050208402,520,51,India,Jammu & Kashmir,Urban,,,,1,3,1,0,1,,,,,,1,,0.242314,Jammu & Kashmir_Urban,,,2.4800464183,73.113583335
10050210204,521,521,India,Jammu & Kashmir,Rural,,,,3,4,1,1,0,,,,,,,,0.222372,Jammu & Kashmir_Rural,,,2.2609606103,72.516678483
10050215304,521,521,India,Jammu & Kashmir,Rural,,,,2,4,2,2,2,1,1,1,1,1,,1,0.222372,Jammu & Kashmir_Rural,,,9.2157722512,91.465239554
10050217602,521,521,India,Jammu & Kashmir,Rural,,,,2,3,0,1,2,,,,,,,,0.222372,Jammu & Kashmir_Rural,,,1.587286645,70.681236643
10050225202,522,522,India,Jammu & Kashmir,Rural,,,,0,1,0,0,0,,,,,,0,,0.242648,Jammu & Kashmir_Rural,,,-6.459023882,48.758859116
10050235602,523,523,India,Jammu & Kashmir,Rural,,,,0,2,0,0,0,,,,,,0,,0.251283,Jammu & Kashmir_Rural,,,-5.72900784,50.747806376
10050267002,526,523,India,Jammu & Kashmir,Rural,3,3,3,2,1,0,0,0,1,1,1,1,1,0,1,0.280691,Jammu & Kashmir_Rural,0.0141761396,74.175979274,-0.885677568,63.943582796
10050267703,526,523,India,Jammu & Kashmir,Rural,,,,2,2,2,2,2,,,,,,,,0.280691,Jammu & Kashmir_Rural,,,5.5063425953,81.358804182
10050282004,528,522,India,Jammu & Kashmir,Rural,,,,2,2,0,1,1,1,1,1,1,1,,1,0.23416,Jammu & Kashmir_Rural,,,1.9005455417,71.534718469
10050285905,528,522,India,Jammu & Kashmir,Rural,,,,2,4,0,1,1,1,1,1,1,1,,1,0.23416,Jammu & Kashmir_Rural,,,3.3605776258,75.512612988
10050292602,529,521,India,Jammu & Kashmir,Rural,,,,0,2,0,0,1,,,,,,0,,0.222372,Jammu & Kashmir_Rural,,,-4.522885207,54.033918143
10050299803,529,521,India,Jammu & Kashmir,Rural,,,,2,2,0,0,0,,,,,,,,0.222372,Jammu & Kashmir_Rural,,,-3.473385668,56.89330631
10050313802,531,521,India,Jammu & Kashmir,Rural,,,,2,3,2,0,2,,,,,,0,,0.247768,Jammu & Kashmir_Rural,,,2.1250598464,72.146413398
10050315102,531,521,India,Jammu & Kashmir,Rural,,,,0,4,0,0,1,,,,,,,,0.247768,Jammu & Kashmir_Rural,,,-2.788376342,58.759631628
10050317302,531,521,India,Jammu & Kashmir,Rural,,,,0,3,0,0,1,,,,,,,,0.247768,Jammu & Kashmir_Rural,,,-3.518392384,56.770684368
10050320602,532,522,India,Jammu & Kashmir,Rural,,,,0,2,0,0,2,,,,,,1,,0.240261,Jammu & Kashmir_Rural,,,0.6002498201,67.992029728
10050324603,532,522,India,Jammu & Kashmir,Rural,,,,2,2,1,0,1,,,,,,,,0.240261,Jammu & Kashmir_Rural,,,-0.901932541,63.899295706
10050328504,532,522,India,Jammu & Kashmir,Rural,,,,2,3,0,2,2,,,,,,0,,0.240261,Jammu & Kashmir_Rural,,,3.2312208692,75.160177217
10050337302,533,522,India,Jammu & Kashmir,Rural,,,,2,5,2,0,0,,,,,,0,,0.225936,Jammu & Kashmir_Rural,,,1.1728466645,69.552084383
10050350104,535,523,India,Jammu & Kashmir,Rural,,,,2,4,1,1,1,,,,,,,,0.239717,Jammu & Kashmir_Rural,,,2.4765105477,73.103949766
10050357303,535,523,India,Jammu & Kashmir,Rural,,,,2,2,0,1,0,,,,,,,,0.239717,Jammu & Kashmir_Rural,,,-1.554974663,62.120065849
10050362702,536,523,India,Jammu & Kashmir,Rural,,,,0,3,0,0,1,,,,,,,,0.251351,Jammu & Kashmir_Rural,,,-3.518392384,56.770684368
10050366904,536,523,India,Jammu & Kashmir,Rural,,,,2,3,1,1,1,,,,,,,,0.251351,Jammu & Kashmir_Rural,,,1.7464945057,71.115002506
10050374002,537,521,India,Jammu & Kashmir,Rural,,,,2,3,1,1,2,,,,,,0,,0.24758,Jammu & Kashmir_Rural,,,2.6781403578,73.653295307
10050379902,537,521,India,Jammu & Kashmir,Rural,,,,0,1,0,1,2,,,,,,,,0.24758,Jammu & Kashmir_Rural,,,-1.85389083,61.305661155
10050382103,538,523,India,Jammu & Kashmir,Rural,,,,2,1,0,0,1,,,,,,,,0.248262,Jammu & Kashmir_Rural,,,-2.997279077,58.190470817
10050385302,538,523,India,Jammu & Kashmir,Rural,,,,2,4,0,0,1,,,,,,0,,0.248262,Jammu & Kashmir_Rural,,,-1.081707732,63.409493631
10050390503,539,523,India,Jammu & Kashmir,Rural,,,,2,4,2,2,2,0,0,0,1,1,,1,0.269345,Jammu & Kashmir_Rural,,,0.8584036915,68.695376512
10050393703,539,523,India,Jammu & Kashmir,Rural,3,3,3,2,4,2,1,2,1,1,1,1,1,0,1,0.269345,Jammu & Kashmir_Rural,1.056771069,94.096277241,8.365687817,89.149162909
10050397202,539,523,India,Jammu & Kashmir,Rural,3,3,3,2,5,0,1,2,1,1,1,1,1,0,1,0.269345,Jammu & Kashmir_Rural,0.8249706897,89.667392643,6.3650428717,83.698354909
10050422904,542,522,India,Jammu & Kashmir,Rural,,,,3,4,1,1,2,,,,,,,,0.242454,Jammu & Kashmir_Rural,,,4.6732058763,79.088902017
10050425902,542,522,India,Jammu & Kashmir,Rural,,,,2,3,0,0,1,,,,,,,,0.242454,Jammu & Kashmir_Rural,,,-1.537246993,62.168365336
10060014403,601,61,India,Jammu & Kashmir,Urban,,,,2,3,2,0,1,,,,,,,,0.252979,Jammu & Kashmir_Urban,,,1.1934139943,69.608120596
10060023902,602,621,India,Jammu & Kashmir,Rural,,,,2,4,1,1,1,,,,,,1,,0.332234,Jammu & Kashmir_Rural,,,6.1190461609,83.028130618
10060027903,602,621,India,Jammu & Kashmir,Rural,,,,2,3,1,2,2,,,,,,,,0.332234,Jammu & Kashmir_Rural,,,4.8710281437,79.627873812
10060033402,603,622,India,Jammu & Kashmir,Rural,,,,2,3,0,2,2,,,,,,,,0.345002,Jammu & Kashmir_Rural,,,3.5056976501,75.907996183
10060043202,604,622,India,Jammu & Kashmir,Rural,,,,2,3,0,1,1,,,,,,0,,0.39776,Jammu & Kashmir_Rural,,,0.1066872311,66.647305911
10060045502,604,622,India,Jammu & Kashmir,Rural,,,,1,2,0,0,0,,,,,,0,,0.39776,Jammu & Kashmir_Rural,,,-4.738435144,53.44664686
10060046004,604,622,India,Jammu & Kashmir,Rural,,,,2,2,0,1,1,,,,,,0,,0.39776,Jammu & Kashmir_Rural,,,-0.623328811,64.658358651
10060058203,605,621,India,Jammu & Kashmir,Rural,,,,2,3,0,2,2,,,,,,,,0.346622,Jammu & Kashmir_Rural,,,3.5056976501,75.907996183
10060065002,606,621,India,Jammu & Kashmir,Rural,,,,2,2,1,1,1,,,,,,,,0.361047,Jammu & Kashmir_Rural,,,1.0164784636,69.126055246
